USDA Food Name,GI DB Food name,Similarity Score
"Infant formula, Similac for Spit-Up, powder, made with water",Tortilla Wraps. Tesco,0.7768634636847628
"Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with tap water",Asda Mandarin Cheese cakes (98g each),0.7740800766603089
"Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with plain bottled water",Hanburger Raw,0.7753867669555157
"Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with baby water",Hering in sherry,0.7697787201290986
"Similac, with iron, infant formula, NS as to form","Jasmine rice, white, cooked in rice cooker (Golden World Foods, Bangkok, Thailand)",0.778337191450817
"Similac, with iron, infant formula, ready-to-feed",Chocolate Fudge Brownie cake bar (Mr Kipling),0.7769564916595452
"Similac, with iron, infant formula, prepared from liquid concentrate",Popcorn. candied,0.7687649229925144
"Similac, with iron, infant formula, prepared from powder",MODI-Fast (made-up),0.7832329218571931
"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, ready-to-feed",Curds Spread With Sweet Capsicum,0.7732684624576036
"Infant formula, NS as to form (Similac Expert Care NeoSure)",After eights,0.7741904032943311
"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",Mussels. raw,0.7780595297742793
"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",Chilli. Quorn,0.7810761838825532
"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",roast with sauce,0.7812901574123511
"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",potato-carrot-turnip stew,0.7765919493002462
"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)","Strawberry Banana frozen yoghurt, President's Choice® Blue Menu™ brand (Loblaw Brands Limited, Canada) Canada",0.7790189916776074
"Infant formula, NS as to form (Similac Go and Grow)","Winter Squash, President's Choice® Blue Menu™ Soupreme (Loblaw Brands Limited, Canada)",0.7779095999749561
"Toddler formula, Similac Go and Grow","Puttu/Pittu, made from industrially-milled finger millet (Eucenea coracana) flour Sri",0.7790537176753144
"Similac Go and Grow, infant formula, prepared from powder, made with tap water",Smoked Cheese and Ham Ciabatta (Asda),0.7789108460277232
"Similac Go and Grow, infant formula, prepared from powder, made with baby water","Wheat, whole kernels, pressure cooked (15 psi) 30 min in 2 L water",0.7741294938959615
"Enfamil, with iron, infant formula, NS as to form",Peppers. capsicum. chilli. red. raw,0.7762463546775228
"Enfamil, with iron, infant formula, ready-to-feed",Beef stew. made with lean beef,0.7757718970996599
"Enfamil, with iron, infant formula, prepared from liquid concentrate",Aubergine. fried in blended oil,0.7741815677386663
"Enfamil, with iron, infant formula, prepared from powder",Fennel seed,0.7822410983504184
"Infant formula, powder, made with tap water (Enfamil Newborn)",Chili Con Carne Cooled Meal,0.7799524578956927
"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",Crumpets. toasted,0.7822883155113963
"Infant formula, Enfamil Premium Newborn, powder, made with water",Cherry Canned Fruit,0.7787586448710376
"Infant formula, Enfamil Infant, ready-to-feed","Fromage Frais, yellow fruit: mango and papaya (Healthy Living, UK)",0.7778004504641418
"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",Scones. fruit,0.7813199246303868
"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",Egg & tomato sandwich (Tesco),0.7755066168847684
"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",Sainsbury's Swedish Meatballs,0.7794519672350048
"Infant formula, Enfamil Infant, powder, made with tap water",Flaxseeds,0.7756973681963828
"Infant formula, Enfamil Infant, powder, made with bottled water","Lentil, Imigreen, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft (Saskatchewan Pulse Growers, Canada)",0.7788376123675214
"Infant formula, Enfamil Infant, powder, made with baby water",Sweetcorn. baby. canned. drained,0.7769499240147489
"Enfamil PREMIUM LIPIL, infant formula, NS as to form",Go Ahead Fruit-ins - Apricot (McVities),0.777304954750972
"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with water, NFS","Russet potatoes, cut into quarters, baked in foil for 1 h at 230oC, peeled",0.7809065158974458
"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with tap water","Adlay, Chinese pearl barley (Coix lachryma-Jobi L.), boiled in water for 28 min",0.7767388664414842
"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water","Wholemeal bread (Barilla G.eR. Fratelli S.p.A., Parma, Italy)23",0.7750526000723708
"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with baby water",Baby fruit juice. fortified with vitamin C,0.7853415644017898
"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with tap water",Rice half polished cooked,0.7753216409740114
"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with plain bottled water",Gizzard. chicken. raw,0.7785664657613944
"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with baby water","celery root, raw",0.7742428033782838
"Enfamil LIPIL, infant formula, NS as to form","Sustagen® Diabetic Ready To Drink, Vanilla (Nestlé Health Science, Australia)",0.7773634139053588
"Enfamil LIPIL, infant formula, ready-to-feed","Sustagen® Hospital Formula Active, Coffee (Nestlé Health Science, Australia), prepared with water",0.7772261481003866
"Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",Sandwich. Chicken salad. white bread,0.7796240528708243
"Enfamil LIPIL, infant formula, prepared from powder, made with water, NFS",Curds Spread With Sweet Capsicum,0.7832298800607906
"Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with tap water",Curds Spread With Sweet Capsicum,0.7783048847610453
"Enfamil LIPIL, infant formula, prepared from liquid concentrate, made with baby water",Curds Spread With Sweet Capsicum,0.7765414426725312
"Enfamil LIPIL, infant formula, prepared from powder, made with tap water","Potato, Folva, precooked, peeled, salted, vacuum packed and then boiled until soft to the center, drained and mashed (Superior Potet, Hoff SA, Gjøvik, Norway) 11",0.7799654928533132
"Enfamil LIPIL, infant formula, prepared from powder, made with plain bottled water",Jasmine long grain rice,0.7808439182388089
"Enfamil LIPIL, infant formula, prepared from powder, made with baby water",Heather honey (Apivita S.A.),0.7744186733278438
"Infant formula, NS as to form (Enfamil A.R.)","Crispix™ (Kellogg's Inc., Canada)29 Canada",0.7757012695711665
"Infant formula, Enfamil AR, ready-to-feed",Milk shake powder. made up with whole milk,0.7758541368683952
"Infant formula, powder, made with water, NFS (Enfamil A.R.)",Rose wine. medium,0.7727039376540933
"Infant formula, powder, made with tap water (Enfamil A.R.)","50 113.6 Bread, 2h Standard Capillary, whole blood YSI UO7 10 Sponge cake, filled with marmalade and yogurt cream (Yogo brioss, Ferrero, Italy)",0.7743679621990374
"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)","Mango, raw (Chin-Hwang Mango)",0.7740796469218724
"Infant formula, powder, made with plain bottled water (Enfamil A.R.)","Mango, raw (Chin-Hwang Mango)",0.7754869592301787
"Infant formula, Enfamil AR, powder, made with water","Milk chocolate egg (Ovetto cioccolato, Dolci Preziosi, Italy)",0.7759971547652698
"Infant formula, NS as to form (Enfamil Gentlease)",Italian tomato soup,0.7768547256958372
"Infant formula, Enfamil Gentlease, ready-to-feed",Garlic mushrooms (not coated),0.7792863021120754
"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",Barley Malt Syrup,0.7768361612472514
"Infant formula, powder, made with tap water (Enfamil EnfaCare)",milk chocolate raisins,0.7708792893028321
"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",Fish cakes. fried in sunflower oil,0.7769721616287306
"Infant formula, Enfamil Gentlease, powder, made with tap water",Jam. stone fruit,0.7741218879301934
"Infant formula, Enfamil Gentlease, powder, made with bottled water","Lentils and vegetables puree, commercial, for ages 7 – 9 months, Heinz™ Mum’s Recipe (Heinz Wattie's Ltd, Australia)",0.7830316093099509
"Infant formula, Enfamil Gentlease, powder, made with baby water","Potato, novel clone, selection 1 (CV92056-4, grown in Ontario; harvested Oct. 2009), unpeeled, cut into 2.5-3 cm cubes, boiled in salted water for 15 min Canada",0.7785289764698576
"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)","Tuwo Shinkafa, rice (Oryza sativa), powdered, prepared with hot water and consumed as a solid paste",0.7781225257577151
"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",Spinach (damped),0.7744862114627701
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",roast with sauce,0.7776083572628795
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)","Fried plantain (Musa paradisiaca) and beans (Phaseolus vulgaris), cooked for 60 min meal8",0.7777286560392689
"Toddler formula, Enfamil Enfagrow",Bread. wheat with rye,0.781239413030304
"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",Yoghurt with pear and banana,0.7791344187942373
"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)","Cola, Pepsi®, sucrose-sweetened (Pepsi, Hartwall Ltd, Finland)",0.769448472972094
"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)","Kinder Bueno white (Wafer bar, milk and hazelnut spreadfilled, coated white chocolate) (Kinder, Ferrero, Italy)",0.7786779701111695
"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",Tongue. calf. raw,0.7710684733942681
"Lactofree, with iron, infant formula, NS as to form",Bilberries (Blueberries),0.7832354966556822
"Lactofree, with iron, infant formula, ready-to-feed","POM Pomegranate juice (POM Wonderful LLC, USA)",0.7763283214058175
"Lactofree, with iron, infant formula, prepared from liquid concentrate","Mango, raw (Chin-Hwang Mango)",0.780202697362037
"Lactofree, with iron, infant formula, prepared from powder","Fruity-Bix™ bar, wild berry, wheat biscuit cereal and dried fruit covered with yoghurt coating (Sanitarium, Australia)",0.7761223792231475
"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form","Chocapic™, wheat-based flaked cereal",0.774302102883543
"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed","Kinder Softy nocciola (Praline with hazelnut cream) (Kinder, Ferrero, Italy)",0.7855302891240716
"Enfamil LactoFree Lipil, with iron, infant formula, prepared from liquid concentrate","SDC (SDS (SUSTRA™ 2434 slowly digestible carbohydrate; blend of tapioca flour and corn starch) (Ingredion Incorporated, Bridgewater, NJ), prepared with water",0.7762216292665333
"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder","Manuka honey, M75-11 (East Cape, NZ) New",0.777169677205584
"Infant formula, NS as to form (PediaSure)","Japanese Tamari Rice & Corn Crisps, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada) Canada",0.7763742758672869
"Toddler formula, PediaSure",chinese pork dish sweet and sour,0.7810678012751736
"Infant formula, with fiber, NS as to form (PediaSure Fiber)","Passionfruit pulp, canned, 55% passionfruit pulp with added sugar",0.7725356119868996
"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",Okra. boiled in unsalted water,0.7783434710269326
"Good Start Supreme, with iron, infant formula, NS as to form (formerly Carnation Good Start)",Sausage rolls. flaky pastry. homemade,0.7738392697867411
"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)",Bourbon biscuits (Pennywise),0.7816875763191858
"Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)","Avocado, raw",0.7770518902970247
"Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)","Porridge, made from Polpala (Aerva lanata) green leaf extract, coconut milk, and rice Sri",0.7860278948942657
"Infant formula, NS as to form (Gerber Good Start Gentle)",prawn rogan josh (M&S),0.7767374784247881
"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",Dressing mix w/garlic,0.7743550016078873
"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",Hanburger Raw,0.7794761699820979
"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)","Sport beverage based on hydrolyzed starch (high molecular weight carbohydrate), orange flavor (Vitargo, Swecarb AB, Kalmar, Sweden)",0.774643111971505
"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",Tesco Prepack Salad,0.7807150776680953
"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",sort of beans. boiled,0.7828289842030183
"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",Flour Buckwheat,0.7737306099435133
"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",savoy cabbage boiled,0.7813068733057198
"Infant formula, NS as to form (Gerber Good Start Protect)","Barley, pearled, boiled 60 min",0.7804331913446174
"Infant formula, powder, made with tap water (Gerber Good Start Protect)",Snail. edible. raw,0.7752207698432173
"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",Yogurt. virtually fat free/diet. plain,0.7769261061599715
"Infant formula, powder, made with baby water (Gerber Good Start Protect)","Spaghetti, white, durum wheat flour, 0.6% w/w monoglycerides, boiled 12 min18",0.7795085587374327
"Toddler formula, Gerber Good Start, Stage 3",Bran. wheat,0.7766288040384871
"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with tap water",Curds Spread With Sweet Capsicum,0.785301145672509
"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with plain bottled water","Chapatti, made from barley (Hordeum vulgare) flour",0.7769643972860387
"Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with baby water",Soya. non-dairy alternative to milk. unsweetened,0.7809855721879869
"Good Start 2 Essentials, with iron, infant formula, ready-to-feed (formerly Carnation Follow-Up, with iron...)",philadelphia with chives,0.7741090183883603
"Good Start 2 Essentials, with iron, infant formula, prepared from powder (formerly Carnation Follow-Up, with iron...)",Tomato and Herb salad bowl (Marks & Spencer),0.779769405699442
"Infant formula, powder, made with water, NFS (Store Brand)",Pizza mixed toppings (<5% fat) McCain,0.7718160564184293
"Infant formula, ready-to-feed (Store Brand)","Muesli breakfast bar, gluten-free (Freedom Foods, Australia)",0.7711973144495703
